COD_MATERIAL,COD_CICLO,DES_CATEGORIA_MATERIAL,DES_MARCA_MATERIAL,FLG_DATA,FLG_CAMPANHA_MKT_A,FLG_CAMPANHA_MKT_B,FLG_CAMPANHA_MKT_C,FLG_CAMPANHA_MKT_D,FLG_CAMPANHA_MKT_E,FLG_CAMPANHA_MKT_F,PCT_DESCONTO,VL_PRECO,QT_VENDA
83094,201810,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,492.0
83094,201811,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,492.0
83094,201812,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,201813,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,600.0
83094,201814,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,252.0
83094,201815,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,201816,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83094,201817,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,480.0
83094,201818,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,276.0
83094,201902,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,264.0
83094,201903,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,201905,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,252.0
83094,201906,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,252.0
83094,201907,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,480.0
83094,201908,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,252.0
83094,201909,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,201911,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83094,201913,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83094,201914,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,201917,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83094,202001,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83094,202002,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,202005,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,480.0
83094,202006,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83094,202007,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,480.0
83094,202008,anon_S12,anon_S9,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83094,202009,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,868.8,516.0
83094,202010,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,1043.4,516.0
83094,202012,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,1043.4,240.0
83094,202013,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,1043.4,240.0
83094,202015,anon_S12,anon_S9,0,0.0,0.0,0.0,0.0,0.0,0.0,,805.32,252.0
83646,201813,anon_S5,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,341.4,240.0
83658,201801,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,521.4,240.0
83658,201803,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,487.62,240.0
83658,201806,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,551.4,240.0
83658,201808,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,503.4,240.0
83658,201809,anon_S12,anon_S4,1,0.0,0.0,0.0,0.0,0.0,0.0,,551.4,246.0
83658,201810,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,551.4,246.0
83658,201901,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,497.4,246.0
83658,201904,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,569.4,492.0
83658,201905,anon_S12,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,569.4,240.0
83868,201801,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,763.4,1164.0
83868,201802,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,528.0
83868,201803,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,784.92,678.0
83868,201804,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,558.0
83868,201805,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,936.5,786.0
83868,201806,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,965.4,780.0
83868,201807,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,965.4,792.0
83868,201808,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,906.33,936.0
83868,201809,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,965.4,780.0
83868,201810,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,504.0
83868,201811,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,965.4,762.0
83868,201812,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,785.37,546.0
83868,201813,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,845.5,840.0
83868,201814,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,796.83,522.0
83868,201815,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,904.74,480.0
83868,201816,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83868,201817,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83868,201818,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,965.4,732.0
83868,201901,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83868,201902,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,480.0
83868,201904,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,480.0
83868,201908,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83868,201909,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,752.31,726.0
83868,201910,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,876.18,252.0
83868,201913,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,821.4,522.0
83868,201914,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83868,201915,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,762.9,246.0
83868,201916,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,840.33,756.0
83868,201917,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,498.0
83868,202001,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,905.37,792.0
83868,202002,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,797.34,780.0
83868,202003,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,246.0
83868,202005,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,1013.4,240.0
83868,202006,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83868,202007,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,983.4,480.0
83868,202009,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,1013.4,240.0
83868,202010,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,845.37,762.0
83868,202011,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,998.4,498.0
83868,202012,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,808.71,2310.0
83868,202013,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,845.38,720.0
83868,202014,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.46,504.0
83868,202017,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,983.4,
83874,201801,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,743.4,240.0
83880,201801,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,558.0
83880,201803,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,784.92,528.0
83880,201804,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,486.0
83880,201805,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,201806,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,510.0
83880,201807,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,522.0
83880,201808,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,252.0
83880,201809,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,486.0
83880,201810,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,486.0
83880,201811,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,841.38,738.0
83880,201812,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,750.12,540.0
83880,201814,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,826.44,246.0
83880,201815,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,841.26,480.0
83880,201817,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,258.0
83880,201818,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,246.0
83880,201901,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83880,201902,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,201904,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83880,201906,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83880,201909,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,201911,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,201913,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83880,201915,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,201916,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,971.4,486.0
83880,202002,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,252.0
83880,202004,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,989.4,240.0
83880,202006,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,202008,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,953.4,240.0
83880,202010,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,845.37,540.0
83880,202011,anon_S12,anon_S14,1,0.0,0.0,0.0,0.0,0.0,0.0,,983.4,240.0
83880,202012,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,811.06,1842.0
83880,202013,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,784.44,498.0
83880,202014,anon_S12,anon_S14,0,0.0,0.0,0.0,0.0,0.0,0.0,,762.9,240.0
83928,201916,anon_S2,anon_S65,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.94,240.0
83934,201914,anon_S2,anon_S65,0,0.0,0.0,0.0,0.0,0.0,0.0,,473.4,240.0
84708,201801,anon_S18,anon_S8,0,0.0,0.0,0.0,0.0,0.0,0.0,,617.4,240.0
84708,201803,anon_S18,anon_S8,0,0.0,0.0,0.0,0.0,0.0,0.0,,617.4,240.0
84708,201811,anon_S18,anon_S8,0,0.0,0.0,0.0,0.0,0.0,0.0,,617.4,240.0
85062,201801,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,480.0
85062,201802,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85062,201804,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,246.0
85062,201808,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,351.6,504.0
85062,201809,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,389.46,258.0
85062,201810,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85062,201813,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1946.34,1220.0
85062,201814,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1832.4,508.0
85062,201815,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,3350.16,239.0
85062,201816,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,201817,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,201818,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85062,201901,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,470.0
85062,201902,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,236.0
85062,201903,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,201904,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,201905,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,470.0
85062,201906,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,2570.97,469.0
85062,201907,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,236.0
85062,201908,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,473.0
85062,201909,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,201910,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,470.0
85062,201911,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,2570.97,470.0
85062,201913,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,470.0
85062,201914,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,3350.16,235.0
85062,201916,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,202001,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,236.0
85062,202002,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1304.64,471.0
85062,202004,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,202010,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85062,202014,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,1791.78,235.0
85074,201801,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,317.4,1404.0
85074,201802,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,768.0
85074,201803,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,774.0
85074,201804,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,341.4,1338.0
85074,201805,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,900.0
85074,201806,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,1164.0
85074,201807,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,942.0
85074,201808,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,339.615,1158.0
85074,201809,anon_S5,anon_S23,1,0.0,1.0,1.0,0.0,0.0,0.0,20.0,352.26,1188.0
85074,201810,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,654.0
85074,201811,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,1062.0
85074,201812,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,1140.0
85074,201813,anon_S5,anon_S23,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0033333333333,328.6,924.0
85074,201814,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,816.0
85074,201815,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,768.0
85074,201816,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,339.0,606.0
85074,201817,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,352.2,486.0
85074,201818,anon_S5,anon_S23,1,0.0,0.5,0.0,0.0,0.0,0.0,20.0,353.91,996.0
85074,201901,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,240.0
85074,201902,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,311.4,726.0
85074,201903,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,480.0
85074,201905,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,330.76,750.0
85074,201908,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,345.69,486.0
85074,201912,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,326.64,246.0
85074,201917,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,365.4,252.0
85074,202001,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,339.0,240.0
85074,202008,anon_S5,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,383.4,240.0
85074,202012,anon_S5,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,323.94,240.0
85860,201801,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,353.4,240.0
85860,201802,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,252.0
85860,201805,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,246.0
85860,201807,anon_S5,anon_S4,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,246.0
85860,201811,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85860,201813,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,377.4,240.0
85860,201818,anon_S5,anon_S4,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,492.0
85860,201901,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85860,201902,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,486.0
85860,201903,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,377.4,498.0
85860,202010,anon_S5,anon_S4,0,0.0,0.0,0.0,0.0,0.0,0.0,,365.94,240.0
85872,201801,anon_S2,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,264.0
85872,201802,anon_S2,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,486.0
85872,201804,anon_S2,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,252.0
85872,201805,anon_S2,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,240.0
85872,201808,anon_S2,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,491.4,240.0
85872,201810,anon_S2,anon_S24,0,0.0,0.0,0.0,0.0,0.0,0.0,,403.56,498.0
85872,202006,anon_S2,anon_S24,1,0.0,0.0,0.0,0.0,0.0,0.0,,491.4,240.0
85932,201812,anon_S2,anon_S24,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85932,201818,anon_S2,anon_S24,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85968,201801,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,383.4,5406.0
85968,201802,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1998.0
85968,201803,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,396.48,2730.0
85968,201804,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1698.0
85968,201805,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1584.0
85968,201806,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1614.0
85968,201807,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1848.0
85968,201808,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1218.0
85968,201809,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1356.0
85968,201810,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1758.0
85968,201811,anon_S12,anon_S31,0,0.0,0.5,0.0,0.0,0.0,0.0,20.06,440.04,1950.0
85968,201812,anon_S12,anon_S31,1,0.0,1.0,0.0,0.5,0.0,0.0,25.06,400.395,2286.0
85968,201813,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,437.265,1812.0
85968,201814,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1254.0
85968,201815,anon_S12,anon_S31,0,0.0,1.0,0.0,0.5,0.0,0.0,25.06,391.56,1380.0
85968,201816,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1116.0
85968,201817,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1152.0
85968,201818,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1752.0
85968,201901,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,359.4,1770.0
85968,201902,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,438.15,1086.0
85968,201903,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1086.0
85968,201904,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,401.4,1182.0
85968,201905,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,870.0
85968,201906,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1170.0
85968,201907,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,417.225,1008.0
85968,201908,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,422.46,1026.0
85968,201909,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,408.84,864.0
85968,201910,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,774.0
85968,201911,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,387.33,1248.0
85968,201912,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,798.0
85968,201913,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,437.445,1086.0
85968,201914,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,394.84,846.0
85968,201915,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,431.12,792.0
85968,201916,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,1002.0
85968,201917,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,432.9,996.0
85968,202001,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.07,990.0
85968,202002,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,377.4,498.0
85968,202003,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,486.0
85968,202004,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,443.4,246.0
85968,202008,anon_S12,anon_S31,1,0.0,0.0,0.0,0.0,0.0,0.0,,401.4,252.0
85968,202012,anon_S12,anon_S31,0,0.0,0.0,0.0,0.0,0.0,0.0,,389.4,480.0
85980,201801,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,341.4,1230.0
85980,201802,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,510.0
85980,201803,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,732.0
85980,201804,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,324.56,912.0
85980,201805,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85980,201806,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,480.0
85980,201808,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,395.46,252.0
85980,201809,anon_S12,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,377.52,246.0
85980,201810,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85980,201813,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,377.4,486.0
85980,201814,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,246.0
85980,201815,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85980,201816,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
85980,201817,anon_S12,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,339.18,240.0
85980,201818,anon_S12,anon_S23,1,0.0,0.0,0.0,0.0,0.0,0.0,,400.32,300.0
85980,201901,anon_S12,anon_S23,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
